n_body,0,1154
n_body,1,49
n_body,2,49
n_body,3,47
n_body,4,27
n_body,5,27
n_body,6,25
n_body,7,25
n_body,8,25
n_body,9,25
n_body,10,25
n_body,11,24
n_body,12,23
n_body,13,24
n_body,14,26
n_body,15,26
n_body,16,27
n_body,17,27
n_body,18,23
n_body,19,24
n_body,20,24
n_body,21,24
n_body,22,24
n_body,23,25
n_body,24,24
n_body,25,24
n_body,26,24
n_body,27,24
n_body,28,24
n_body,29,24
n_body,30,24
n_body,31,28
n_body,32,47
n_body,33,36
n_body,34,37
n_body,35,28
n_body,36,24
n_body,37,24
n_body,38,24
n_body,39,24
n_body,40,28
n_body,41,36
n_body,42,30
n_body,43,24
n_body,44,23
n_body,45,24
n_body,46,23
n_body,47,24
n_body,48,16
n_body,49,17
n_body,50,23
n_body,51,25
n_body,52,19
n_body,53,18
n_body,54,17
n_body,55,16
n_body,56,17
n_body,57,16
n_body,58,17
n_body,59,21
n_body,60,30
n_body,61,19
n_body,62,18
n_body,63,19
n_body,64,17
n_body,65,17
n_body,66,16
n_body,67,16
n_body,68,16
n_body,69,17
n_body,70,16
n_body,71,19
n_body,72,19
n_body,73,18
n_body,74,19
n_body,75,17
n_body,76,18
n_body,77,17
n_body,78,16
n_body,79,17
n_body,80,16
n_body,81,17
n_body,82,18
n_body,83,21
n_body,84,18
n_body,85,19
n_body,86,20
n_body,87,18
n_body,88,17
n_body,89,16
n_body,90,17
n_body,91,16
n_body,92,17
n_body,93,16
n_body,94,18
n_body,95,20
n_body,96,20
n_body,97,17
n_body,98,17
n_body,99,16
n_body,100,17
