richards,0,86.9776
richards,1,62.0292
richards,2,61.9114
richards,3,62.7294
richards,4,63.1911
richards,5,62.2934
richards,6,61.7561
richards,7,63.8692
richards,8,61.7976
richards,9,61.9646
richards,10,62.2925
richards,11,62.1309
richards,12,61.9528
richards,13,62.8771
richards,14,80.0301
richards,15,78.3012
richards,16,67.0231
richards,17,65.8482
richards,18,65.3446
richards,19,62.4772
richards,20,61.3582
richards,21,61.149
richards,22,61.0931
richards,23,62.9487
richards,24,60.9646
richards,25,61.7166
richards,26,62.0302
richards,27,74.308
richards,28,71.704
richards,29,60.1958
richards,30,60.1234
richards,31,79.5236
richards,32,62.6728
richards,33,63.5366
richards,34,67.7618
richards,35,65.5416
richards,36,65.8695
richards,37,65.9311
richards,38,69.4227
richards,39,81.2309
richards,40,64.3643
richards,41,68.7117
richards,42,72.6379
richards,43,62.9506
richards,44,64.7197
richards,45,60.9755
richards,46,59.753
richards,47,59.5918
richards,48,61.6233
richards,49,59.9452
richards,50,59.3644
richards,51,59.7156
richards,52,60.0308
richards,53,59.6965
richards,54,61.957
richards,55,60.4168
richards,56,60.5734
richards,57,60.8378
richards,58,62.4657
richards,59,67.9014
richards,60,65.5723
richards,61,74.9976
richards,62,59.8884
richards,63,59.5963
richards,64,62.0253
richards,65,59.9162
richards,66,59.8305
richards,67,59.8
richards,68,59.7509
richards,69,63.0229
richards,70,60.4078
richards,71,59.8306
richards,72,60.032
richards,73,66.5449
richards,74,65.0662
richards,75,60.221
richards,76,61.3592
richards,77,60.5135
richards,78,60.062
richards,79,62.1012
richards,80,59.9477
richards,81,60.2425
richards,82,60.6774
richards,83,64.1463
richards,84,75.4312
richards,85,71.0268
richards,86,60.1169
richards,87,60.2714
richards,88,60.0746
richards,89,60.9546
richards,90,62.3065
richards,91,61.961
richards,92,61.7133
richards,93,73.4906
richards,94,63.0287
richards,95,61.7998
richards,96,60.3212
richards,97,64.938
richards,98,59.7455
richards,99,75.4164
richards,100,64.4346
